Ration Card Number,State,District no.,Age,Gender,Family Size,Aadhaar Linked,Foodgrain Type,Monthly Quota (kg),Subsidy Amount (INR),FPS ID,Transaction Date,Transaction Status
1490516704,Gujarat,District 19,79,Female,6,Yes,Rice,22,337,FPS5166,08-04-2024,Failure
3891006319,West Bengal,District 37,79,Male,3,Yes,Rice,11,322,FPS5595,16-04-2024,Success
5026628641,West Bengal,District 15,64,Male,4,No,Pulses,6,290,FPS1062,02-04-2024,Success
9264267339,Bihar,District 26,36,Female,10,No,Wheat,33,325,FPS8455,26-04-2024,Success
5794774163,Tamil Nadu,District 16,30,Other,7,Yes,Wheat,21,307,FPS1321,11-04-2024,Success
9368851054,Karnataka,District 29,32,Male,2,Yes,Pulses,25,55,FPS7970,22-04-2024,Failure
6679431101,Bihar,District 11,51,Female,2,No,Wheat,10,470,FPS5767,29-04-2024,Success
1255455434,West Bengal,District 19,29,Male,5,No,Wheat,9,491,FPS6804,20-04-2024,Failure
6231202448,Madhya Pradesh,District 34,56,Female,7,No,Rice,27,386,FPS5742,22-04-2024,Success
6338039729,Bihar,District 25,27,Male,8,Yes,Wheat,26,185,FPS9701,01-04-2024,Success
6856785320,Gujarat,District 18,39,Male,5,Yes,Wheat,33,85,FPS3995,04-04-2024,Success
4861820367,Andhra Pradesh,District 18,60,Other,7,Yes,Sugar,22,227,FPS2689,19-04-2024,Success
6254825917,Gujarat,District 6,32,Female,7,No,Wheat,27,170,FPS3989,25-04-2024,Failure
4858597728,Karnataka,District 27,80,Male,10,No,Rice,6,328,FPS4148,27-04-2024,Success
8649584853,Uttar Pradesh,District 32,41,Male,9,No,Wheat,32,444,FPS3598,12-04-2024,Success
6494165456,Madhya Pradesh,District 49,30,Female,5,No,Sugar,19,390,FPS7166,23-04-2024,Failure
4395667936,Andhra Pradesh,District 43,51,Female,4,No,Sugar,15,258,FPS5696,20-04-2024,Failure
1407702696,Uttar Pradesh,District 22,57,Female,8,No,Pulses,11,270,FPS7941,19-04-2024,Failure
3616448107,Tamil Nadu,District 14,36,Male,4,Yes,Wheat,25,293,FPS3818,18-04-2024,Success
7902648740,Rajasthan,District 39,73,Other,3,Yes,Sugar,31,424,FPS4192,27-04-2024,Success
8029793075,Andhra Pradesh,District 10,79,Male,8,Yes,Wheat,19,349,FPS8326,10-04-2024,Success
5105565838,Andhra Pradesh,District 2,60,Female,2,No,Rice,19,210,FPS3060,11-04-2024,Failure
6928449164,Madhya Pradesh,District 15,55,Other,2,Yes,Pulses,8,484,FPS3619,22-04-2024,Failure
3927423608,Karnataka,District 9,78,Female,10,Yes,Pulses,25,103,FPS6984,04-04-2024,Success
8540213545,Maharashtra,District 14,27,Female,5,Yes,Pulses,27,333,FPS2110,06-04-2024,Success
6462001907,Uttar Pradesh,District 9,34,Male,5,No,Rice,7,464,FPS9782,13-04-2024,Success
1296670983,Gujarat,District 13,44,Female,7,Yes,Rice,22,256,FPS9493,21-04-2024,Success
7459889406,Madhya Pradesh,District 12,26,Female,3,Yes,Rice,32,442,FPS6572,06-04-2024,Success
3959578722,Bihar,District 27,77,Other,3,Yes,Pulses,17,425,FPS6793,24-04-2024,Failure
8886688368,Karnataka,District 18,71,Male,9,Yes,Sugar,7,216,FPS9227,15-04-2024,Failure
1324097039,Tamil Nadu,District 14,39,Male,5,Yes,Wheat,7,487,FPS8497,28-04-2024,Success
6391055406,Maharashtra,District 32,67,Male,7,No,Sugar,22,471,FPS4376,06-04-2024,Failure
2454852338,Bihar,District 32,49,Female,6,No,Sugar,12,334,FPS3138,03-04-2024,Failure
4494845957,West Bengal,District 21,78,Female,5,Yes,Pulses,8,73,FPS8242,28-04-2024,Failure
3421068658,Maharashtra,District 8,34,Other,2,No,Sugar,17,306,FPS3975,09-04-2024,Success
6887826739,Uttar Pradesh,District 23,59,Female,5,No,Millet,30,302,FPS9063,11-04-2024,Failure
5232360134,Rajasthan,District 42,40,Female,5,Yes,Pulses,10,50,FPS9976,23-04-2024,Failure
1739487745,Uttar Pradesh,District 43,74,Male,9,No,Millet,28,414,FPS7153,08-04-2024,Failure
7512964324,Gujarat,District 35,79,Other,7,No,Millet,10,486,FPS3529,13-04-2024,Success
2681743580,Madhya Pradesh,District 19,34,Female,5,No,Sugar,20,329,FPS4576,29-04-2024,Failure
5408524187,Uttar Pradesh,District 34,80,Other,4,Yes,Wheat,28,296,FPS3617,30-04-2024,Success
6301932164,Karnataka,District 25,62,Other,5,Yes,Pulses,20,199,FPS7480,21-04-2024,Success
8496984691,Rajasthan,District 17,38,Other,3,No,Pulses,10,286,FPS2741,18-04-2024,Success
5058921899,Bihar,District 32,71,Other,10,No,Rice,22,176,FPS2173,16-04-2024,Success
7906787181,Uttar Pradesh,District 32,47,Female,9,Yes,Millet,9,200,FPS6158,15-04-2024,Failure
4904833719,Rajasthan,District 27,26,Female,10,No,Millet,26,456,FPS5155,10-04-2024,Failure
6459413359,Uttar Pradesh,District 1,47,Other,7,No,Wheat,24,132,FPS3030,04-04-2024,Success
3497770806,Uttar Pradesh,District 35,24,Other,2,Yes,Wheat,7,470,FPS9820,20-04-2024,Failure
3599879151,Karnataka,District 38,53,Male,5,Yes,Sugar,26,128,FPS8810,29-04-2024,Success
6806892476,Maharashtra,District 33,49,Female,7,Yes,Sugar,25,206,FPS2982,16-04-2024,Success
3890554125,Bihar,District 15,53,Male,3,No,Pulses,24,430,FPS1141,16-04-2024,Failure
1054352005,Bihar,District 5,32,Female,10,No,Millet,31,375,FPS2519,06-04-2024,Failure
5223836114,Bihar,District 34,39,Female,3,Yes,Wheat,25,349,FPS5298,09-04-2024,Failure
4054472932,Maharashtra,District 27,52,Male,3,Yes,Pulses,26,311,FPS5519,28-04-2024,Success
7954966358,Maharashtra,District 18,66,Other,2,No,Rice,31,126,FPS5538,13-04-2024,Success
2041126144,Gujarat,District 3,39,Male,2,No,Wheat,33,162,FPS3992,08-04-2024,Success
3670670181,Uttar Pradesh,District 41,50,Male,7,Yes,Wheat,17,302,FPS8288,23-04-2024,Success
5934968859,Andhra Pradesh,District 26,19,Other,9,No,Rice,30,239,FPS5220,07-04-2024,Success
3577318475,Maharashtra,District 2,53,Male,9,No,Pulses,14,334,FPS1369,20-04-2024,Success
8558114474,Bihar,District 4,67,Female,6,No,Millet,32,500,FPS8582,04-04-2024,Success
2333239889,West Bengal,District 5,22,Other,6,Yes,Millet,30,443,FPS8732,27-04-2024,Failure
7945476094,Rajasthan,District 5,36,Male,4,Yes,Millet,27,298,FPS4430,30-04-2024,Failure
4018075439,West Bengal,District 44,59,Other,6,No,Pulses,10,171,FPS9793,06-04-2024,Success
1319576793,Uttar Pradesh,District 31,62,Male,5,No,Millet,11,409,FPS6131,16-04-2024,Success
1920460621,Madhya Pradesh,District 14,64,Other,3,No,Pulses,14,491,FPS1413,07-04-2024,Failure
4337262433,Madhya Pradesh,District 31,63,Female,10,No,Wheat,13,437,FPS1918,07-04-2024,Failure
5145626379,Rajasthan,District 14,39,Female,4,Yes,Pulses,32,443,FPS6804,22-04-2024,Failure
7322176352,Gujarat,District 31,68,Male,2,Yes,Pulses,5,156,FPS1542,07-04-2024,Success
4960488520,Maharashtra,District 43,75,Male,7,Yes,Pulses,20,492,FPS3879,10-04-2024,Success
5425634421,Rajasthan,District 36,18,Female,8,No,Millet,9,209,FPS2574,27-04-2024,Failure
7029018776,Rajasthan,District 12,43,Female,9,No,Pulses,17,191,FPS6314,12-04-2024,Failure
9787034471,Bihar,District 35,44,Other,3,Yes,Pulses,8,413,FPS2037,16-04-2024,Success
1288812470,Andhra Pradesh,District 43,79,Male,5,Yes,Millet,32,347,FPS5462,16-04-2024,Failure
7504182786,Andhra Pradesh,District 20,22,Male,8,No,Millet,24,444,FPS8448,24-04-2024,Success
9300759061,Karnataka,District 33,47,Other,2,Yes,Millet,7,471,FPS4076,22-04-2024,Failure
4571513027,Andhra Pradesh,District 16,52,Male,8,No,Pulses,24,87,FPS7152,02-04-2024,Failure
6815778347,Andhra Pradesh,District 1,60,Female,3,Yes,Millet,11,221,FPS4162,19-04-2024,Failure
1716988956,Bihar,District 8,44,Female,2,No,Millet,22,279,FPS7680,23-04-2024,Failure
3255258218,Andhra Pradesh,District 43,52,Male,5,No,Millet,13,176,FPS1987,10-04-2024,Success
7017861223,Madhya Pradesh,District 48,61,Male,9,No,Wheat,6,162,FPS8262,17-04-2024,Success
6944044850,Andhra Pradesh,District 26,44,Other,9,Yes,Rice,21,174,FPS5080,25-04-2024,Success
7880259016,Rajasthan,District 44,36,Female,6,No,Sugar,22,408,FPS7087,03-04-2024,Failure
2242242020,Madhya Pradesh,District 15,67,Female,5,Yes,Millet,34,195,FPS2715,04-04-2024,Failure
4748487567,Rajasthan,District 50,42,Other,6,Yes,Rice,31,63,FPS7441,29-04-2024,Success
3003387245,Rajasthan,District 25,37,Female,10,Yes,Millet,16,356,FPS3809,15-04-2024,Success
7652050319,Karnataka,District 49,34,Other,10,Yes,Sugar,13,108,FPS4641,19-04-2024,Failure
7369031546,Maharashtra,District 43,70,Other,6,Yes,Wheat,13,264,FPS4840,17-04-2024,Success
8915573361,Rajasthan,District 24,28,Female,5,Yes,Wheat,10,194,FPS8778,01-04-2024,Success
1928692422,Karnataka,District 39,49,Female,8,Yes,Pulses,22,449,FPS5665,23-04-2024,Failure
1742795980,Gujarat,District 11,34,Female,5,Yes,Pulses,27,142,FPS8292,20-04-2024,Failure
5388413605,West Bengal,District 5,78,Female,6,No,Pulses,31,243,FPS3230,19-04-2024,Success
2657384174,Madhya Pradesh,District 3,35,Female,4,No,Millet,22,112,FPS8888,05-04-2024,Failure
8017536237,Gujarat,District 12,39,Other,6,Yes,Rice,25,179,FPS3276,17-04-2024,Failure
6896572881,Madhya Pradesh,District 17,79,Male,3,No,Sugar,16,407,FPS9060,09-04-2024,Success
5154609895,Karnataka,District 21,43,Female,6,No,Rice,8,173,FPS1203,10-04-2024,Success
4799134514,Bihar,District 22,50,Male,7,No,Pulses,18,94,FPS8918,06-04-2024,Success
9997090592,Gujarat,District 49,31,Male,6,No,Wheat,6,85,FPS9747,18-04-2024,Failure
9393149153,Rajasthan,District 22,31,Male,6,Yes,Pulses,22,165,FPS2465,08-04-2024,Failure
1358115151,Tamil Nadu,District 28,24,Male,4,No,Sugar,6,404,FPS3783,13-04-2024,Failure
5869202243,Gujarat,District 37,31,Male,6,No,Pulses,22,471,FPS9625,10-04-2024,Success
2247203633,West Bengal,District 18,53,Other,10,No,Pulses,10,96,FPS6340,20-04-2024,Success
5486579470,Karnataka,District 4,57,Female,3,No,Millet,18,192,FPS9575,01-04-2024,Failure
1565178703,Gujarat,District 26,74,Male,8,No,Rice,23,357,FPS3479,12-04-2024,Success
6036096440,Andhra Pradesh,District 35,56,Female,10,Yes,Sugar,29,340,FPS9562,28-04-2024,Success
9510067379,Maharashtra,District 45,21,Female,9,Yes,Pulses,10,378,FPS2785,02-04-2024,Failure
5207334891,Gujarat,District 39,26,Female,10,Yes,Wheat,16,453,FPS8167,06-04-2024,Success
6115274273,Maharashtra,District 7,60,Other,2,No,Millet,23,464,FPS2587,12-04-2024,Failure
8344950643,Madhya Pradesh,District 22,61,Male,8,No,Sugar,14,102,FPS4913,30-04-2024,Failure
6431630462,Andhra Pradesh,District 27,41,Male,4,Yes,Sugar,17,241,FPS7807,30-04-2024,Failure
5336939588,Andhra Pradesh,District 47,19,Male,7,No,Rice,19,335,FPS6279,06-04-2024,Failure
3416485133,Rajasthan,District 10,25,Male,7,No,Millet,11,288,FPS6672,23-04-2024,Success
1406120949,Maharashtra,District 12,18,Female,3,No,Rice,6,352,FPS3869,02-04-2024,Failure
9489590235,Gujarat,District 44,54,Other,8,No,Rice,6,460,FPS7600,22-04-2024,Failure
6912758615,West Bengal,District 39,38,Other,8,No,Sugar,23,55,FPS4694,19-04-2024,Success
3025865660,Gujarat,District 41,28,Male,8,No,Rice,19,386,FPS7052,14-04-2024,Success
7532038262,Gujarat,District 6,66,Female,10,Yes,Rice,34,450,FPS6704,21-04-2024,Failure
5870275127,Rajasthan,District 15,28,Other,7,Yes,Pulses,21,495,FPS8635,05-04-2024,Failure
9135634053,Uttar Pradesh,District 16,79,Female,6,No,Sugar,33,455,FPS8801,18-04-2024,Success
9205839959,Uttar Pradesh,District 16,45,Other,4,No,Rice,13,75,FPS2205,02-04-2024,Failure
1044416796,Maharashtra,District 32,19,Male,9,Yes,Sugar,31,112,FPS7626,17-04-2024,Failure
1335075063,West Bengal,District 13,60,Female,2,No,Sugar,22,448,FPS4323,10-04-2024,Success
6191291652,Andhra Pradesh,District 39,36,Other,6,Yes,Rice,30,71,FPS6811,23-04-2024,Failure
6373898212,Uttar Pradesh,District 5,70,Male,10,Yes,Rice,17,119,FPS8919,26-04-2024,Success
1080562668,Madhya Pradesh,District 5,76,Other,4,No,Wheat,12,446,FPS2502,26-04-2024,Failure
2504020564,Gujarat,District 21,46,Female,5,No,Wheat,13,199,FPS6642,21-04-2024,Failure
8420226608,Maharashtra,District 39,32,Male,9,Yes,Pulses,26,405,FPS1796,22-04-2024,Success
6914705625,Gujarat,District 41,23,Female,5,Yes,Pulses,14,317,FPS9727,03-04-2024,Failure
9098760438,Uttar Pradesh,District 34,80,Other,7,No,Wheat,29,492,FPS2769,03-04-2024,Success
4793324563,Tamil Nadu,District 36,33,Female,7,Yes,Millet,11,262,FPS4926,18-04-2024,Success
8547138793,Rajasthan,District 5,33,Other,3,Yes,Sugar,27,76,FPS4805,01-04-2024,Success
5829012765,West Bengal,District 47,73,Female,4,No,Wheat,11,383,FPS6344,18-04-2024,Failure
6760439480,Uttar Pradesh,District 30,64,Other,5,Yes,Sugar,33,167,FPS6695,07-04-2024,Failure
9112515608,Rajasthan,District 44,22,Other,10,No,Sugar,6,200,FPS7665,19-04-2024,Failure
4944863553,Maharashtra,District 32,48,Other,5,No,Sugar,19,307,FPS4029,26-04-2024,Failure
7410405870,West Bengal,District 40,44,Other,10,No,Sugar,15,67,FPS1262,28-04-2024,Success
6085083120,Andhra Pradesh,District 42,43,Female,5,No,Sugar,12,177,FPS8915,15-04-2024,Failure
3787682508,Maharashtra,District 27,76,Other,3,No,Wheat,25,320,FPS1209,15-04-2024,Failure
2267361374,Madhya Pradesh,District 27,26,Other,2,No,Wheat,8,299,FPS7707,04-04-2024,Success
6529771510,West Bengal,District 4,21,Other,7,No,Pulses,16,58,FPS2660,11-04-2024,Success
4602864603,West Bengal,District 4,52,Male,7,Yes,Wheat,20,172,FPS9843,20-04-2024,Failure
9316350141,West Bengal,District 50,42,Male,7,No,Wheat,5,365,FPS8441,08-04-2024,Failure
3296483466,Maharashtra,District 30,27,Female,5,Yes,Millet,25,102,FPS9327,15-04-2024,Success
3357206722,Bihar,District 27,38,Female,5,Yes,Rice,9,115,FPS1848,03-04-2024,Success
1728857347,Karnataka,District 3,24,Other,9,Yes,Sugar,25,448,FPS9647,23-04-2024,Failure
1916347373,Bihar,District 46,39,Male,5,Yes,Millet,7,486,FPS5668,19-04-2024,Failure
6929532200,Rajasthan,District 11,27,Male,2,No,Rice,25,250,FPS5220,05-04-2024,Success
9836994604,Rajasthan,District 25,63,Other,2,No,Wheat,6,154,FPS8461,18-04-2024,Success
3550197843,Madhya Pradesh,District 49,53,Female,8,Yes,Millet,21,387,FPS5607,08-04-2024,Failure
2837916978,Karnataka,District 41,36,Other,3,Yes,Pulses,15,351,FPS4348,02-04-2024,Success
2140540390,Bihar,District 50,39,Female,8,Yes,Pulses,9,107,FPS8720,29-04-2024,Failure
2051240755,Tamil Nadu,District 38,34,Female,3,Yes,Rice,12,272,FPS6981,17-04-2024,Success
7214700652,Tamil Nadu,District 15,71,Other,5,Yes,Wheat,11,343,FPS3925,19-04-2024,Success
1590981310,Tamil Nadu,District 22,26,Male,6,No,Millet,17,136,FPS7112,30-04-2024,Failure
3436509295,Andhra Pradesh,District 37,40,Female,9,Yes,Rice,21,89,FPS9033,09-04-2024,Failure
8553548195,Karnataka,District 49,54,Other,3,No,Rice,14,153,FPS1182,08-04-2024,Failure
7825197931,Maharashtra,District 31,46,Female,6,No,Sugar,26,239,FPS8496,19-04-2024,Failure
8555331225,West Bengal,District 22,53,Female,7,No,Wheat,30,183,FPS1727,29-04-2024,Failure
1062212277,Rajasthan,District 4,31,Male,8,Yes,Wheat,9,488,FPS3589,02-04-2024,Failure
2616216252,Maharashtra,District 44,55,Female,2,No,Pulses,9,209,FPS2363,23-04-2024,Failure
8538054628,West Bengal,District 11,40,Other,3,No,Rice,30,497,FPS2037,09-04-2024,Failure
6984697026,Bihar,District 15,73,Female,7,No,Sugar,17,143,FPS9810,01-04-2024,Failure
5575794480,Karnataka,District 36,80,Female,10,Yes,Rice,17,91,FPS5187,25-04-2024,Failure
1601442342,Bihar,District 31,36,Other,8,No,Wheat,20,364,FPS5618,06-04-2024,Failure
3094316417,Bihar,District 20,64,Female,2,No,Rice,26,451,FPS9685,02-04-2024,Success
8272815605,Maharashtra,District 6,53,Male,7,No,Millet,13,254,FPS4460,07-04-2024,Failure
1482889008,Andhra Pradesh,District 43,68,Other,8,Yes,Rice,23,79,FPS8819,30-04-2024,Failure
8845538086,Andhra Pradesh,District 27,64,Male,2,Yes,Sugar,6,287,FPS6598,10-04-2024,Success
9173388811,Andhra Pradesh,District 13,72,Male,8,Yes,Rice,19,174,FPS9230,08-04-2024,Failure
2342962739,Bihar,District 50,52,Other,7,Yes,Millet,34,196,FPS3427,17-04-2024,Success
2956612934,West Bengal,District 38,72,Female,6,No,Rice,33,468,FPS1330,12-04-2024,Success
8785505001,Uttar Pradesh,District 12,55,Female,2,No,Wheat,17,77,FPS4217,19-04-2024,Failure
6102977660,Gujarat,District 16,79,Female,7,No,Wheat,19,117,FPS3371,16-04-2024,Failure
4883414007,Uttar Pradesh,District 25,75,Other,6,No,Rice,6,207,FPS2804,02-04-2024,Failure
7378196544,Gujarat,District 17,46,Male,4,Yes,Rice,9,113,FPS7704,26-04-2024,Success
1204587961,Rajasthan,District 46,25,Male,4,No,Sugar,29,95,FPS9538,03-04-2024,Failure
2923820529,Tamil Nadu,District 16,56,Female,3,Yes,Sugar,16,257,FPS7692,08-04-2024,Failure
9332025391,Tamil Nadu,District 46,68,Other,9,No,Sugar,15,320,FPS9208,28-04-2024,Failure
8762598726,Rajasthan,District 33,35,Female,6,No,Rice,9,99,FPS6953,25-04-2024,Failure
3997532002,Maharashtra,District 50,19,Male,5,No,Sugar,30,147,FPS8358,07-04-2024,Success
3980496169,Rajasthan,District 32,78,Female,6,Yes,Rice,27,499,FPS2367,22-04-2024,Failure
3644521017,Madhya Pradesh,District 43,46,Female,8,No,Sugar,31,254,FPS1672,29-04-2024,Success
6376598115,Karnataka,District 1,78,Male,6,No,Millet,17,229,FPS9253,25-04-2024,Failure
2489320134,Karnataka,District 45,79,Female,7,No,Wheat,16,125,FPS9816,12-04-2024,Failure
5214378667,Andhra Pradesh,District 42,19,Other,7,Yes,Rice,20,77,FPS9644,26-04-2024,Failure
6359760878,Rajasthan,District 9,57,Female,8,No,Millet,7,294,FPS3742,26-04-2024,Success
5152873198,Gujarat,District 42,48,Male,5,Yes,Sugar,12,408,FPS8155,29-04-2024,Failure
7776142731,Bihar,District 5,40,Other,7,Yes,Wheat,6,171,FPS6836,14-04-2024,Failure
4321374574,Madhya Pradesh,District 28,22,Male,10,No,Pulses,9,214,FPS5261,19-04-2024,Failure
7436001486,Karnataka,District 37,27,Male,9,No,Pulses,29,376,FPS6898,27-04-2024,Success
3738603244,Tamil Nadu,District 40,27,Other,6,Yes,Pulses,32,189,FPS7153,05-04-2024,Failure
6981110165,West Bengal,District 19,76,Male,3,No,Rice,32,131,FPS4552,28-04-2024,Failure
2621393797,Karnataka,District 28,36,Male,4,Yes,Sugar,15,360,FPS4649,26-04-2024,Success
5736796165,Uttar Pradesh,District 46,22,Male,3,No,Millet,27,56,FPS8648,23-04-2024,Failure
2618255837,West Bengal,District 19,29,Female,3,No,Wheat,22,129,FPS2926,06-04-2024,Success
3018159911,West Bengal,District 37,20,Male,7,No,Rice,6,281,FPS8828,18-04-2024,Failure
7123176993,Tamil Nadu,District 17,36,Female,10,Yes,Millet,24,385,FPS5418,30-04-2024,Success
5955585890,Rajasthan,District 3,76,Female,2,No,Wheat,12,158,FPS1062,03-04-2024,Failure
2905868164,Karnataka,District 43,70,Male,7,Yes,Pulses,21,142,FPS3010,02-04-2024,Failure
5858212734,Madhya Pradesh,District 39,51,Other,5,Yes,Millet,14,90,FPS2003,14-04-2024,Success
5922963831,Uttar Pradesh,District 50,29,Female,10,No,Sugar,17,177,FPS8429,15-04-2024,Failure
3544737325,Karnataka,District 39,32,Female,10,No,Millet,15,75,FPS7247,12-04-2024,Success
6410285936,Uttar Pradesh,District 8,32,Other,2,Yes,Rice,13,216,FPS3479,25-04-2024,Success
4323910083,Uttar Pradesh,District 27,18,Other,8,Yes,Millet,32,386,FPS6340,04-04-2024,Failure
5245560100,Rajasthan,District 22,19,Female,9,Yes,Rice,22,110,FPS4337,10-04-2024,Success
1263693587,Tamil Nadu,District 15,73,Male,6,No,Pulses,13,145,FPS9836,03-04-2024,Failure
9456580629,Rajasthan,District 35,73,Male,3,No,Pulses,31,140,FPS1546,28-04-2024,Failure
9091511904,Maharashtra,District 16,37,Female,7,No,Pulses,13,406,FPS2449,11-04-2024,Success
4264224064,Gujarat,District 46,27,Other,4,No,Millet,17,58,FPS4132,09-04-2024,Failure
6596237277,Andhra Pradesh,District 4,56,Male,7,Yes,Millet,9,145,FPS1682,12-04-2024,Failure
3872226358,West Bengal,District 10,59,Male,2,Yes,Rice,16,273,FPS9929,28-04-2024,Success
1303415646,Uttar Pradesh,District 26,42,Female,7,No,Rice,23,347,FPS9504,27-04-2024,Failure
7834282781,Maharashtra,District 12,31,Male,8,Yes,Sugar,13,206,FPS4366,16-04-2024,Success
9520109232,Karnataka,District 28,21,Female,6,Yes,Pulses,20,283,FPS5397,24-04-2024,Failure
6591517254,Maharashtra,District 32,22,Male,9,Yes,Sugar,33,175,FPS6344,06-04-2024,Success
1384376431,Gujarat,District 2,61,Female,4,No,Sugar,9,350,FPS5985,08-04-2024,Success
2589424433,Madhya Pradesh,District 6,68,Female,6,Yes,Sugar,26,325,FPS1039,29-04-2024,Success
9532796796,Madhya Pradesh,District 43,21,Male,5,No,Rice,10,195,FPS6947,07-04-2024,Success
6682650471,Rajasthan,District 27,39,Other,9,No,Pulses,22,288,FPS4629,17-04-2024,Failure
9169062510,Maharashtra,District 46,76,Female,8,Yes,Pulses,10,149,FPS1827,13-04-2024,Failure
3506202414,Madhya Pradesh,District 16,33,Female,2,Yes,Wheat,18,238,FPS7109,04-04-2024,Success
7596993791,Karnataka,District 40,20,Other,9,Yes,Rice,24,398,FPS7773,04-04-2024,Success
8798794512,West Bengal,District 31,52,Male,5,No,Millet,20,106,FPS8126,25-04-2024,Success
5897908602,Andhra Pradesh,District 17,20,Female,8,No,Rice,15,287,FPS3478,26-04-2024,Failure
6311236090,Madhya Pradesh,District 39,32,Female,2,No,Wheat,29,132,FPS8458,20-04-2024,Success
3685051950,Gujarat,District 9,73,Male,3,No,Wheat,19,104,FPS7271,01-04-2024,Success
3231191149,Gujarat,District 3,67,Female,10,No,Pulses,24,107,FPS8343,04-04-2024,Success
1250857183,Uttar Pradesh,District 39,53,Other,5,Yes,Pulses,29,173,FPS9590,22-04-2024,Success
5558391802,Madhya Pradesh,District 26,54,Other,9,No,Sugar,17,346,FPS2885,05-04-2024,Failure
7784822028,Andhra Pradesh,District 47,73,Male,3,Yes,Pulses,28,484,FPS5884,12-04-2024,Success
9852732397,Madhya Pradesh,District 37,49,Female,10,No,Wheat,24,287,FPS2094,21-04-2024,Failure
5754354017,Uttar Pradesh,District 17,76,Other,3,No,Millet,13,211,FPS4752,24-04-2024,Failure
6480623075,Tamil Nadu,District 6,64,Female,8,No,Sugar,6,143,FPS7333,10-04-2024,Success
1024498671,Maharashtra,District 34,20,Female,9,No,Millet,8,284,FPS2478,10-04-2024,Success
5147542013,Uttar Pradesh,District 47,60,Female,6,No,Wheat,9,180,FPS4319,29-04-2024,Failure
8000767533,Madhya Pradesh,District 24,25,Male,5,Yes,Wheat,21,446,FPS8682,24-04-2024,Success
4243200508,West Bengal,District 49,54,Male,8,Yes,Wheat,15,373,FPS5355,02-04-2024,Success
2900914469,Tamil Nadu,District 8,64,Male,9,Yes,Sugar,10,140,FPS4771,30-04-2024,Failure
7157587368,West Bengal,District 38,38,Female,2,No,Millet,23,199,FPS3907,20-04-2024,Failure
8761551973,Uttar Pradesh,District 12,67,Female,2,Yes,Sugar,16,372,FPS4578,03-04-2024,Success
6076506154,Madhya Pradesh,District 9,51,Female,10,No,Rice,15,57,FPS1980,21-04-2024,Failure
1269060979,Gujarat,District 8,45,Other,9,Yes,Wheat,11,420,FPS4227,28-04-2024,Success
3771817706,West Bengal,District 26,30,Other,7,Yes,Wheat,17,358,FPS7581,15-04-2024,Success
2983070860,Gujarat,District 42,47,Male,8,Yes,Rice,22,343,FPS7681,17-04-2024,Success
7073977986,Andhra Pradesh,District 31,43,Other,7,Yes,Rice,13,371,FPS9709,11-04-2024,Failure
4833925032,Maharashtra,District 39,48,Other,6,No,Pulses,21,180,FPS2581,19-04-2024,Success
1978983081,Madhya Pradesh,District 7,27,Female,2,No,Pulses,20,326,FPS7596,03-04-2024,Failure
9238487012,West Bengal,District 28,26,Female,7,No,Pulses,25,315,FPS2427,15-04-2024,Success
7101098134,West Bengal,District 32,30,Female,8,No,Sugar,25,261,FPS3972,29-04-2024,Success
1036656381,Madhya Pradesh,District 14,24,Other,4,Yes,Sugar,12,127,FPS8885,29-04-2024,Success
1000545436,Karnataka,District 8,77,Female,7,Yes,Sugar,25,476,FPS9780,06-04-2024,Success
5006728777,Madhya Pradesh,District 43,22,Male,5,No,Wheat,10,440,FPS3469,18-04-2024,Success
4961982391,Maharashtra,District 28,58,Female,8,Yes,Millet,26,257,FPS5708,19-04-2024,Failure
8870691227,Andhra Pradesh,District 32,49,Other,6,Yes,Millet,10,123,FPS3579,25-04-2024,Failure
4827932549,Uttar Pradesh,District 7,33,Male,9,Yes,Wheat,27,129,FPS9598,22-04-2024,Failure
4280184822,Bihar,District 12,59,Female,3,Yes,Wheat,6,224,FPS3148,17-04-2024,Failure
3175844552,Maharashtra,District 36,67,Other,10,No,Millet,6,199,FPS8696,04-04-2024,Failure
1121811811,Karnataka,District 26,49,Female,2,No,Pulses,5,53,FPS2929,14-04-2024,Success
8128286726,Uttar Pradesh,District 11,67,Other,7,Yes,Millet,16,86,FPS6568,02-04-2024,Success
9701499211,Uttar Pradesh,District 24,37,Other,10,No,Pulses,17,75,FPS6441,24-04-2024,Failure
2218665035,Gujarat,District 38,45,Female,9,No,Rice,5,221,FPS7764,11-04-2024,Failure
9693140816,Bihar,District 48,78,Other,6,No,Pulses,27,257,FPS1219,24-04-2024,Failure
2842879771,Bihar,District 43,70,Other,10,Yes,Sugar,23,213,FPS6560,19-04-2024,Failure
6712986451,Maharashtra,District 10,36,Female,9,No,Millet,31,415,FPS1114,13-04-2024,Failure
2416680930,Rajasthan,District 41,41,Female,6,Yes,Millet,25,362,FPS2388,09-04-2024,Failure
5851425302,West Bengal,District 36,43,Other,3,No,Sugar,17,303,FPS5628,05-04-2024,Failure
7633737053,Rajasthan,District 29,73,Female,5,Yes,Millet,35,365,FPS5195,29-04-2024,Failure
2625653620,Tamil Nadu,District 22,63,Female,9,No,Sugar,5,338,FPS4424,19-04-2024,Failure
4284593320,West Bengal,District 27,57,Female,9,Yes,Sugar,35,205,FPS8993,02-04-2024,Success
7906099050,Karnataka,District 23,26,Female,7,No,Wheat,23,122,FPS3118,22-04-2024,Success
